N.Pg atto autorizzativo,Anno Pg autorizzativo,Tipo gara,Titolo,Cig,Oggetto atto,Importo appalto (Euro),Tipo appalto,Durata contratto,Utilizzo Mepa,Data pubblicazione su iperbole,Link alla determina pubblica,Oggetto determina,Settore/Dipartimento,Servizio,Ui,Responsabile del procedimento di gara,Responsabile del procedimento,Modalit? di aggiudicazione,Scadenza presentazione offerte,Ora scadenza offerte,Variante tempi di completamento/durata,Importo delle somme liquidate (Euro),N.Pg. atto di aggiudicazione,Anno Pg. atto di aggiudicazione,Data atto aggiudicazione,Aggiudicatario,Partita Iva,Codice fiscale,Importo di aggiudicazione (Euro),Aggiudicazione: Link,Aggiudicazione: Elenco operatori,Aggiudicazione: Esiti,Elaborati di gara: Link,Comunicazioni: Link,Chiarimenti: Link,Lotto: Nr. lotto,Lotto: Codice cig,Lotto: Oggetto Cig,Lotto: Importo (Euro),Lotto: N.Pg. atto autorizzativo,Lotto: Anno Pg. atto di aggiudicazione,Lotto: Data atto aggiudicazione,Lotto: Aggiudicatario,Lotto: Partita Iva,Lotto: Codice fiscale,Lotto: Importo di aggiudicazione (Euro),Lotto: Variante tempi di completamento/durata,Lotto: Importo delle somme liquidate (Euro),Lotto: Elenco operatori: Link,Lotto: Esiti
165680,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO ASSISTENZA DISABILI 12-18 PERIODO ESTIVO,ZC00F85A48,AFFIDAMENTO SERVIZIO ASSISTENZA ESTATE IN CITTA' 12-18 ANNI,2280,Servizi,20,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/0FDB22B9CA2FF976C1257D81004B38CE?opendocument,AFFIDAMENTO A FAVORE DI DIVERSE ASSOCIAZIONI DEL SERVIZIO DI ASSISTENZA PER L'ESTATE IN CITTA' 12-18 DEI RAGAZZI RESIDENTI NEL QUARTIERE SANTO STEFANO. IMPEGNI DI SPESA PER COMPLESSIVI EURO 5.29760.,QUARTIERE SANTO STEFANO,Quartiere Santo Stefano,,AVV. DANIELA GEMELLI,,,,,,2280,165680,2014,06/06/2014,ASSOCIAZIONE D'IDEE,,91231350371,2280,,,,,,,,,,,,,,,,,,,,,
76515,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Servizio di Vigilanza,Z3D0FFD90C,"Servizio di vigilanza in occasione dell'evento sul tema  ""La Garanzia Giovani parte. Con le imprese"" tenutosi l'8 luglio 2014 presso l'Auditorium Biagi della Sala Borso",51,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/C0BED9BE10578B56C1257D8100431E46?opendocument,PRENOTAZIONE DI IMPEGNO DELLA SPESA DI EURO 2.00000 PER ACQUISTI E FORNITURE NECESSARIE AL FUNZIONAMENTO DEL DIPARTIMENTO ECONOMIA E PROMOZIONE DELLA CITTA'  PER L' ANNO 2014.,Dipartimento Economia e Promozione della Citt?,Dipartimento Economia e Promozione della Citt?,,Mauro Felicori,,,,,,51,76515,2014,17/03/2014,COOPSERVICE S. COOP. P. A.,310180351,,51,,,,,,,,,,,,,,,,,,,,,
323,2014,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,FORNITURA PC DA ADESIONE A CONVENZIONE CONSIP,ZE9108106E,ACQUISTO PC PER BIBLIOTECA DELL'ARCHIGINNASIO,3789,Forniture,60,,,http://atti.comune.bologna.it/atti/determine.nsf/0/D7A9B11F15F55BE6C1257D81005B7A4C?opendocument,ACQUISTO PC PER BIBLIOTECA DELL'ARCHIGINNASIO,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,BELLETTINI PIERANGELO,,,,,,3789,323,2014,21/08/2014,OLIDATA S.P.A.,1785490408,,3789,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9NDATG?opendocument,,,,,,,,,,,,,,,,,,,
195761,2014,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,Servizio Prevenzione Dipendenze,Z0410030A2,Servizio di prevenzione della diffusione della dipendenza da sostanze legali ed illegali dalla teconogia e dal gioco d'azzardo rivolto a preadolescenti ed adolescenti nelle scuole secondarie di primo gradi di Bologna (progetto Guida la Notte sez. Il Paese delle Meraviglie).,28846.15,Servizi,292,,,http://atti.comune.bologna.it/atti/determine.nsf/0/35CA2B765651F28EC1257D81004B007E?opendocument,DETERMINAZIONE A CONTRARRE PER L'INDIVIDUAZIONE DEL SOGGETTO CUI AGGIUDICARE UN SERVIZIO FINALIZZATO ALLA PREVENZIONE DALLA DIPENDENZA DA SOSTANZE LEGALI ED ILLEGALI DALLA TECNOLOGIA E DAL GIOCO D'AZZARDO RIVOLTO  A PREADOLESCENTI ED ADOLESCENTI NELLE SCUOLE SECONDARIE DI PRIMO GRADO DI BOLOGNA. APPROVAZIONE DELLA RELATIVA DOCUMENTAZIONE. CONTESTUALE IMPEGNO DELLA SPESA DI EURO 30.00000 (O.F.C.),Settore Salute Sport e Citt? Sana,Salute Sport e Citt? Sana,,Maria Grazia Tosi,,,,,,21629.97,223089,2014,08/08/2014,OPEN GROUP,2410141200,,28840,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/CBAI-9NDAY9?opendocument,,,,,,,,,,,,,,,,,,,
76515,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Servizi di spedizione,Z39108B4C6,Servizi di spedizione,95.4,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/C0BED9BE10578B56C1257D8100431E46?opendocument,PRENOTAZIONE DI IMPEGNO DELLA SPESA DI EURO 2.00000 PER ACQUISTI E FORNITURE NECESSARIE AL FUNZIONAMENTO DEL DIPARTIMENTO ECONOMIA E PROMOZIONE DELLA CITTA'  PER L' ANNO 2014.,Dipartimento Economia e Promozione della Citt?,Dipartimento Economia e Promozione della Citt?,,Mauro Felicori,,,,,,95.4,76515,2014,17/03/2014,DHL EXPRESS (ITALY) SRL,4209680158,,954,,,,,,,,,,,,,,,,,,,,,
181391,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Intervento manutenzione presso Centro Civico Lame,ZCA0FBD061,Intervento manutenzione presso Centro Civico Lame,2958.85,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2B8E004D1F665F24C1257D81004B1C50?opendocument,AFFIDAMENTO E CONTESTUALE IMPEGNO DI SPESA PER EURO 3.60980  (ONERI FISCALI INCLUSI) ALLA DITTA  S.I.E.BO. SRL PER LAVORI DI MANUTENZIONE DA EFFETTUARSI PRESSO IL CENTRO CIVICO LAME DI VIA MARCO POLO 51,Quartiere Navile,Quartiere Navile,,Andrea Cuzzani,,,,,,2958.85,181391,2014,15/07/2014,SI.E.BO. SRL,3148361201,,295885,,,,,,,,,,,,,,,,,,,,,
11822,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,RIPARAZIONE STAMPANTI,X840F9BAC4,SERVIZIO DI RIPARAZIONE STAMPANTI PER IL GRUPPO CONSILIARE FORZA ITALIA PRESSO DITTA CENTRO COMPUTER,167,Servizi,30,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/51C6777CBCFE0173C1257D81004B8430?opendocument,PRENOTAZIONE DI IMPEGNI DI SPESA PER COMPLESSIVI EURO 8.00000 PER L'ACQUISTO DI BENI E SERVIZI OCCORRENTI ALL'ORDINARIO FUNZIONAMENTO DEGLI UFFICI DELLA PRESIDENZA DELLO STAFF DEL CONSIGLIO COMUNALE E DEGLI ALTRI ORGANISMI CONSILIARI ED ISTITUZIONALI. ANNO 2014.,STAFF DEL CONSIGLIO COMUNALE,Staff del Consiglio Comunale,,MARIA PIA TREVISANI,,,,,,167,240932,2014,27/08/2014,CENTRO COMPUTER SPA,1446670380,,167,,,,,,,,,,,,,,,,,,,,,
324,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,AFFIDAMENTO SERVIZIO DI RESTAURO,Z121081D13,SERVIZIO DI RESTAURO DI VOLUMI DELLA BIBLIOTECA DELL'ARCHIGINNASIO,780,Servizi,120,,,http://atti.comune.bologna.it/atti/determine.nsf/0/CE32BEF4D9D6756AC1257D81005B7A80?opendocument,SERVIZIO DI RESTAURO DI VOLUMI DELLA BIBLIOTECA DELL'ARCHIGINNASIO,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,BELLETTINI PIERANGELO,,,,,,780,93003,2014,26/08/2014,POST SCRIPTUM S.N.C.,3162851202,,780,,,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,AFFIDAMENTO FORNITURA OPERE LIBRARIE,Z981084422,FORNITURA OPERE LIBRARIE PER LA BIBLIOTECA DELL'ARCHIGINNASIO,720,Forniture,120,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,FORNITURA OPERE LIBRARIE PER LA BIBLIOTECA DELL'ARCHIGINNASIO,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,BELLETTINI PIERANGELO,,,,,,720,93005,2014,26/08/2014,ISTITUTO DELLA ENCICLOPEDIA ITALIANA S.P.A.,892411000,,720,,,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,AFFIDAMENTO SERVIZIO DIGITALIZZAZIONE,Z5F1089ABD,SERVIZIO DI DIGITALIZZAZIONE DEL QUOTIDIANO IL RESTO DEL CARLINO ED. BOLOGNA ANNO 2013.,390,Servizi,90,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,SERVIZIO DI DIGITALIZZAZIONE DEL QUOTIDIANO IL RESTO DEL CARLINO ED. BOLOGNA ANNO 2013.,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,BELLETTINI PIERANGELO,,,,,,390,93015,2014,26/08/2014,MICROSERVICE FERRETTI DI FERRETTI J.,151390358,,390,,,,,,,,,,,,,,,,,,,,,
236583,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,QUADRIFOGLIO - Proroga assistenza handicap sett - 11 ottobre,0,PROROGA CONTRATTO REP. 209830/2011 PER ASSISTENZA HANDICAP SCOLASTICO NEL PERIODO 1 SETT - 11 OTTOBRE 2014,980508.41,Servizi,41,,,http://atti.comune.bologna.it/atti/determine.nsf/0/4352FAB3FF5293F5C1257D81004AA882?opendocument,PROROGA PER IL PERIODO 1 SETTEMBRE - 11 OTTOBRE 2014 DEL CONTRATTO REP. N. 209830- 2011 PER LA GESTIONE DI SERVIZI EDUCATIVO-ASSISTENZIALI PER L'INTEGRAZIONE SCOLASTICA DI ALUNNI DISABILI. IMPEGNO DELLA SPESA DI EURO 1.019.72875 SULL'ESERCIZIO 2014.,Area Affari istituzionali e Quartieri,Area Affari Istituzionali e Quartieri,,AnnaRita Iannucci,,,,,,0,236583,2014,29/08/2014,QUADRIFOGLIO ONLUS SOC. COOP.,3890320017,,98050841,,,,,,,,,,,,,,,,,,,,,
124,2014,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,AFFIDAMENTO SERVIZIO DI PULIZIA,Z9F109AFD0,SERVIZIO DI PULIZIA STRAORDINARIO PER LOCALE DELLA BIBLIOTECA DELL'ARCHIGINNASIO,51.48,Servizi,15,,,,SERVIZIO DI PULIZIA STRAORDINARIO PER LOCALE DELLA BIBLIOTECA DELL'ARCHIGINNASIO,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,BELLETTINI PIERANGELO,,,,,,51.48,93043,2014,02/09/2014,CONSORZIO NAZIONALE SERVIZI SOC. COOP.,3609840370,,5148,,,,,,,,,,,,,,,,,,,,,
223508,2014,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,Affidamento,Z7210A2907,"Affidamento percorso valutativo sperimentazione ""Nuova Social Card""",16393.44,Servizi,126,,,http://atti.comune.bologna.it/atti/determine.nsf/0/E9FF314B1F1D1466C1257D81004AC206?opendocument,"AFFIDAMENTO ALL' ISTITUTO REGIONALE EMILIANO-ROMAGNOLO PER I SERVIZI SOCIALI E SANITARI (IRESS) DI UN PERCORSO VALUTATIVO DELLA SPERIMENTAZIONE DEL PROGRAMMA DI SOSTEGNO PER L'INCLUSIONE ATTIVA ""NUOVA SOCIAL CARD"".",Servizi Sociali,Servizi Sociali,,Eno Quargnolo,,,,,,4098.36,223508,2014,28/08/2014,IRESS,2226800379,,1639344,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/CBAI-9NMCFK?opendocument,,,,,,,,,,,,,,,,,,,
153686,2014,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,LAVORI SCUOLA PRIMARIA TAMBRONI,577808950,LAVORI DI MANUTENZIONE STRAORDINARIA PER LA RIDUZIONE DEI FATTORI DI RISCHIO ED ELIMINAZIONE DELLE BARRIERE ARCHITETTONICHE NELLA SCUOLA PRIMARIA E DELL'INFANZIA TAMBRONI,774000,Lavori,426,,,http://atti.comune.bologna.it/atti/determine.nsf/0/6F77C7900BFFCE4AC1257D81004C4902?opendocument,DETERMINAZIONE A CONTRARRE PER L'AGGIUDICAZIONE DEI LAVORI RELATIVO AL PROGETTO ESECUTIVO DI MANUTENZIONE STRAORDINARIA PER LA RIDUZIONE FATTORI DI RISCHIO ED ELIMINAZIONE DELLE BARRIERE ARCHITETTONICHE NELLA SCUOLA PRIMARIA E DELL'INFANZIA CLOTILDE TAMBRONI DELL'IMPORTO COMPLESSIVO DI EURO 1.000.00000.,SETTORE GARE,SETTORE EDILIZIA PUBBLICA E MANUTENZIONE,,DOTT.SSA ALESSANDRA BIONDI,,,19/06/2014,10.00.00,,375,247027,2014,03/09/2014,CPL CONCORDIA DI CONCORDIA SUL SECCHIA (MO),154950364,154950364,40707883,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACEI-9NNAYU?opendocument,,,,,,,,,,,,,,,,,,,
338,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,AFFIDAMENTO FORNITURA ARTICOLI PROMOZIONALI,Z5810A464C,AFFIDAMENTO FORNITURA ARTICOLI PROMOZIONALI DESTINATI AL BOOKSHOP DEL TEATRO ANATOMINO DELLA BIBLIOTECA DELL'ARCHIGINNASIO ,774.45,Forniture,15,,,http://atti.comune.bologna.it/atti/determine.nsf/0/8CD1CD55E7F80FADC1257D81005B7AF5?opendocument,AFFIDAMENTO FORNITURA ARTICOLI PROMOZIONALI DESTINATI AL BOOKSHOP DEL TEATRO ANATOMINO DELLA BIBLIOTECA DELL'ARCHIGINNASIO. ,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,BELLETTINI PIERANGELO,,,,,,774.45,338,2014,04/09/2014,FORNARI LUCIANO & C. S.A.S.,2007430370,,77445,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9NRB44?opendocument,,,,,,,,,,,,,,,,,,,
239986,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,PULITURA DIVISE CERIMONIERI ESTENSIONE AFFIDAMENTO,Z7F10886EE,PULITURA DIVISE CERIMONIERI ESTENSIONE AFFIDAMENTO,819.68,Servizi,120,,,http://atti.comune.bologna.it/atti/determine.nsf/0/37CC42C2E7357D39C1257D810049E8C1?opendocument,AFFIDAMENTO ALLA DITTA CENTRO LAVANDERIA S.R.L. PER LA FORNITURA DI SERVIZI DIVERSI NELL'AMBITO DELLE ATTIVITA' ISTITUZIONALI DEL GABINETTO DEL SINDACO . IMPORTO COMPLESSIVO DI EURO 1.00000.,Segreteria Generale - Gabinetto del Sindaco,Segreteria Generale - Gabinetto del Sindaco,,LORENO CREMONINI,,,,,,475.9,239986,2014,26/08/2014,CENTRO LAVANDERIA SRL,681041208,3950980379,81968,,,,,,,,,,,,,,,,,,,,,
227787,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO TUTORSHIP PER FLASHGIOVANI ANNO 2014,Z181074BE4,SERVIZIO TUTORSHIP PER FLASHGIOVANI ANNO 2014,13200,Servizi,180,,,http://atti.comune.bologna.it/atti/determine.nsf/0/29364C5530F91AA9C1257D81004AB5E3?opendocument,AFFIDAMENTO ALLA SOCIETA' ENGINEERING INGEGNERIA INFORMATICA S.P.A. DEL SERVIZIO DI TUTORSHIP PRESSO LA REDAZIONE FLASHGIOVANI PER L'ANNO 2014. IMPEGNO DELLA SPESA DI EURO 16.10400.,Progetto Politiche per i Giovani,Progetto Politiche per i Giovani,,BERARDINO COCCHIANELLA,,,,,,13200,227787,2014,06/08/2014,ENGINEERING INGEGNERIA INFORMATICA,5724831002,967720285,13200,,,,,,,,,,,,,,,,,,,,,
199036,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISTO MATERIALE VARIO,ZF010AB4E1,ACQUISTO DI BENI NECESSARI PER L'ORDINARIO FUNZIONAMENTO DI UFFICI E SERVIZI DEL PROGETTO POLITICHE PER I GIOVANI,94.7,Forniture,32,,,http://atti.comune.bologna.it/atti/determine.nsf/0/21CD020C3761DE8BC1257D81004AF749?opendocument,IMPEGNO DELLA SPESA DI EURO 2.00000 PER LA FORNITURA DI BENI DIVERSI NECESSARI NELL' AMBITO DELLE ATTIVITA' ISTITUZIONALI E PER L'ORDINARIO FUNZIONAMENTO DI UFFICI E SERVIZI DE PROGETTO POLITICHE PER I GIOVANI PER L'ANNO 2014.,Progetto Politiche per i Giovani,Progetto Politiche per i Giovani,,Dott. Berardino Cocchianella,,,,,,94.7,250564,2014,08/09/2014,LYRECO ITALIA SPA,11582010150,,947,,,,,,,,,,,,,,,,,,,,,
2,2014,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,Affidamento attivit? di supporto delle azioni messe in atto nell'ambito del  Progetto Roma Matrix.,Z4BOE22076,Affidamento a ComunicaMente s.a.s. delle attivit? di supporto per la realizzazione della attivit? progettuale n. 11 di promozione all'interno del territorio metropolitano e regionale delle azioni messe in atto nell'ambito del  Progetto Roma Matrix.,10000,Servizi,407,,,http://atti.comune.bologna.it/atti/determine.nsf/0/709208A8806DAB90C1257D81004AC786?opendocument,Affidamento a ComunicaMente s.a.s. delle attivit? di supporto per la realizzazione della attivit? progettuale n. 11 di promozione all'interno del territorio metropolitano e regionale delle azioni messe in atto nell'ambito del  Progetto Roma Matrix.,ISTITUZIONE PER L'INCLUSIONE SOCIALE,,,BERARDINO COCCHIANELLA,,,,,,0,2,2014,18/02/2014,COMUNICAMENTE SAS,,,0,,,,,,,,,,,,,,,,,,,,,
199036,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISTO VENEZIANE,Z0B10410CB,ACQUISTO DI BENI NECESSARI PER L'ORDINARIO FUNZIONAMENTO DEGLI UFFICI E SERVIZI DEL PROGETTO POLITICHE PER I GIOVANI,180.4,Forniture,4,,,http://atti.comune.bologna.it/atti/determine.nsf/0/21CD020C3761DE8BC1257D81004AF749?opendocument,IMPEGNO DELLA SPESA DI EURO 2.00000 PER LA FORNITURA DI BENI DIVERSI NECESSARI NELL' AMBITO DELLE ATTIVITA' ISTITUZIONALI E PER L'ORDINARIO FUNZIONAMENTO DI UFFICI E SERVIZI DE PROGETTO POLITICHE PER I GIOVANI PER L'ANNO 2014.,Progetto Politiche per i Giovani,Progetto Politiche per i Giovani,,Dott. Berardino Cocchianella,,,,,,180.4,250564,2014,08/09/2014,TAPPEZZERIA ROSSI REMO,2826581205,,1804,,,,,,,,,,,,,,,,,,,,,
116,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,REALIZZAZIONE IMPIANTO STAMPA PER VOLUME ,Z83102C36C,"COMPOSIZIONE GRAFICA E REALIZZAZIONE IMPIANTO PER STAMPA VOLUME ""LIBERTARIA"" MUSEO DEL RISORGIMENTO",673.08,Servizi,7,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2B3437EE912F8C3EC1257D82000DA001?opendocument,"COMPOSIZIONE GRAFICA E REALIZZAZIONE IMPIANTO PER STAMPA VOLUME ""LIBERTARIA"" MUSEO DEL RISORGIMENTO",ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,673.08,116,2014,28/08/2014,BRADIPUS STUDIO ASSOCIATO,2864631201,,67308,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9NSDP5?opendocument,,,,,,,,,,,,,,,,,,,
116,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,MANUTENZIONE TELEFAX,Z530FEA53A,INTERVENTO DI MANUTENZIONE PER TELEFAX MUSEO ARCHEOLOGICO,50,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2B3437EE912F8C3EC1257D82000DA001?opendocument,INTERVENTO DI MANUTENZIONE PER TELEFAX MUSEO ARCHEOLOGICO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,50,116,2014,28/08/2014,BIMAC SRL,3870740374,,50,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9NSDX7?opendocument,,,,,,,,,,,,,,,,,,,
116,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,RIFORNIMENTO BOCCIONI D'ACQUA ,ZD2106F1D1,RIFORNIMENTO BOCCIONI D'ACQUA SEDE MAMbo,105,Forniture,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2B3437EE912F8C3EC1257D82000DA001?opendocument,RIFORNIMENTO BOCCIONI D'ACQUA SEDE MAMbo,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,105,116,2014,28/08/2014,JOOG S.R.L.,3194900969,,105,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9NSG55?opendocument,,,,,,,,,,,,,,,,,,,
116,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,CANONE LOCAZIONE EROGATORE BOCCIONI D'ACQUA,ZEB106F3A7,CANONE LOCAZIONE EROGATORE BOCCIONI D'ACQUA SEDE MAMbo,60,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2B3437EE912F8C3EC1257D82000DA001?opendocument,CANONE LOCAZIONE EROGATORE BOCCIONI D'ACQUA SEDE MAMbo,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,60,116,2014,28/08/2014,JOOG S.R.L.,3194900969,,60,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9NSGFJ?opendocument,,,,,,,,,,,,,,,,,,,
116,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA MATERIALE DI CONSUMO PER CASSETTE DI PRONTO SOCCORSO,ZEC0F84E9C,FORNITURA MATERIALE DI CONSUMO PER CASSETTE DI PRONTO SOCCORSO SEDI ISTITUZIONE BOLOGNA MUSEI,288.07,Forniture,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2B3437EE912F8C3EC1257D82000DA001?opendocument,FORNITURA MATERIALE DI CONSUMO PER CASSETTE DI PRONTO SOCCORSO SEDI ISTITUZIONE BOLOGNA MUSEI,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,288.07,116,2014,28/08/2014,NUOVA OLP SRL,597320399,,28807,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9NSGMN?opendocument,,,,,,,,,,,,,,,,,,,
116,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,REALIZZAZIONE CONCERTO PER MUSEO DELLA MUSICA,Z17102CA97,REALIZZAZIONE CONCERTO IN OCCASIONE DELL'INIZIATIVA SNODI PRESSO IL MUSEO DELLA MUSICA,750,Servizi,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2B3437EE912F8C3EC1257D82000DA001?opendocument,REALIZZAZIONE CONCERTO IN OCCASIONE DELL'INIZIATIVA SNODI PRESSO IL MUSEO DELLA MUSICA,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,1369.74,116,2014,28/08/2014,ANGELI MANUCHE PRODUCTIONS SCP,,,750,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9NSH5F?opendocument,,,,,,,,,,,,,,,,,,,
231872,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,servizi attivit? istituzionali Gabinetto del Sindaco ,Z1F10B37D1,servizi attivit? istituzionali Gabinetto del Sindaco ,369.98,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8D8FFB733670F82C1257D81004AAC6D?opendocument,LIQUIDAZIONE DELLA SPESA DI EURO 36998 SOSTENUTA PER L'ACQUISTO DI SERVIZI NECESSARI NELL'AMBITO DELLE ATTIVITA' ISTITUZIONALI DEL GABINETTO DEL SINDACO.,Segreteria Generale - Gabinetto del Sindaco,Segreteria Generale - Gabinetto del Sindaco,,LORENO CREMONINI,,,,,,0,231872,2014,12/08/2014,RCS MEDIAGROUP,12086540155,,36998,,,,,,,,,,,,,,,,,,,,,
243489,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,affidamento fornitura beni diversi,Z33109397B,affidamento fornitura beni diversi,1000,Forniture,280,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DC26D6FB8E0CAD23C1257D810049923B?opendocument,AFFIDAMENTO ALLE DITTA SEGAFREDO ZANETTI S.P PER LA FORNITURA DI BENI DIVERSI NELL'AMBITO DELLE ATTIVITA' ISTITUZIONALI DI GABINETTO DEL SINDACO PER L'ANNO  IMPORTO COMPLESSIVO DI EURO 1.22000,Segreteria Generale - Gabinetto del Sindaco,Segreteria Generale - Gabinetto del Sindaco,,LORENO CREMONINI,,,,,,2099.01,243489,2014,29/08/2014,SEGAFREDO,526881206,,1000,,,,,,,,,,,,,,,,,,,,,
